0,vm,3,8,0
1,vm,4,3,0
2,cpu,3,6,4
3,vm,2,10,5
4,cpu,2,10,11
5,cpu,3,1,19
6,vm,2,7,19
7,vm,5,1,24
8,vm,2,10,28
9,vm,4,4,36
10,vm,4,3,37
11,cpu,4,9,38
12,vm,4,3,40
13,vm,1,9,42
14,vm,2,4,43
15,cpu,4,9,54
16,vm,2,2,58
17,cpu,4,4,61
18,vm,3,2,62
19,cpu,2,3,67
20,cpu,4,4,71
21,vm,4,4,74
22,vm,5,5,78
23,vm,1,4,80
24,cpu,2,5,82
25,vm,1,7,84
26,cpu,5,10,85
27,vm,3,4,90
28,vm,1,7,92
29,cpu,2,2,92
30,cpu,1,1,94
31,cpu,5,9,102
32,vm,4,4,103
33,cpu,5,2,103
34,vm,3,10,106
35,vm,4,10,109
36,vm,4,9,117
37,vm,3,2,119
38,cpu,1,5,129
39,cpu,4,2,130
40,vm,3,10,131
41,cpu,4,3,137
42,cpu,5,5,138
43,cpu,2,8,140
44,cpu,5,5,143
45,cpu,3,5,159
46,cpu,5,7,164
47,cpu,4,7,165
48,cpu,1,10,165
49,vm,2,5,169
50,vm,5,7,171
51,vm,3,4,171
52,cpu,2,7,172
53,cpu,2,9,173
54,vm,1,6,174
55,cpu,5,5,174
56,vm,2,8,186
57,vm,5,5,187
58,vm,5,3,188
59,cpu,5,1,199
60,cpu,4,1,200
61,vm,2,3,202
62,vm,5,7,205
63,vm,4,2,207
64,cpu,1,3,209
65,cpu,2,6,211
66,cpu,1,3,215
67,vm,2,1,216
68,cpu,2,4,229
69,cpu,5,8,232
70,cpu,3,9,234
71,cpu,3,2,237
72,vm,3,2,243
73,cpu,2,5,250
74,vm,1,4,251
75,vm,1,7,252
76,cpu,2,2,252
77,cpu,5,2,252
78,cpu,4,1,253
79,cpu,3,1,257
80,cpu,5,4,260
81,vm,4,5,261
82,vm,1,3,265
83,cpu,1,8,267
84,cpu,1,1,269
85,vm,4,7,270
86,vm,4,3,271
87,cpu,3,10,271
88,vm,2,7,273
89,vm,2,8,275
90,cpu,3,9,278
91,cpu,4,8,278
92,cpu,4,6,282
93,vm,4,4,294
94,cpu,1,2,303
95,vm,3,4,309
96,vm,4,5,310
97,vm,2,10,316
98,vm,1,7,318
99,cpu,5,1,324
100,cpu,5,2,325
101,cpu,4,6,327
102,cpu,3,7,328
103,cpu,5,7,332
104,vm,5,8,332
105,vm,2,3,336
106,vm,2,7,342
107,vm,1,4,347
108,vm,4,10,350
109,vm,5,5,350
110,cpu,5,2,353
111,vm,2,2,359
112,cpu,5,3,359
113,cpu,3,1,368
114,vm,5,1,372
115,vm,3,2,373
116,cpu,1,2,378
117,cpu,5,4,382
118,cpu,2,7,383
119,cpu,5,7,385
120,cpu,5,6,388
121,vm,1,6,393
122,vm,5,8,404
123,vm,4,2,404
124,vm,3,3,405
125,cpu,3,5,408
126,cpu,1,3,409
127,vm,2,5,412
128,vm,1,4,413
129,vm,4,9,420
130,cpu,5,9,424
131,cpu,2,3,430
132,vm,3,8,434
133,vm,2,3,437
134,cpu,5,9,438
135,cpu,1,10,440
136,vm,2,7,440
137,cpu,4,10,443
138,vm,2,6,444
139,cpu,4,10,446
140,vm,1,10,448
141,cpu,5,3,456
142,vm,3,8,467
143,vm,2,4,475
144,vm,2,7,480
145,cpu,4,2,489
146,cpu,4,9,491
147,vm,1,1,496
148,cpu,3,8,499
149,cpu,2,4,502
150,vm,4,4,503
151,vm,1,1,512
152,vm,5,10,513
153,cpu,4,6,514
154,vm,3,10,515
155,vm,1,8,523
156,vm,2,6,525
157,cpu,2,3,528
158,cpu,3,9,533
159,cpu,2,5,535
160,cpu,5,9,542
161,vm,5,4,545
162,cpu,3,5,545
163,vm,4,2,557
164,cpu,1,4,559
165,vm,5,8,563
166,vm,4,9,564
167,cpu,3,5,566
168,vm,5,3,568
169,cpu,1,7,575
170,vm,2,2,584
171,vm,5,9,600
172,cpu,2,5,601
173,vm,4,3,605
174,cpu,2,3,611
175,vm,3,10,611
176,cpu,3,1,612
177,vm,1,1,616
178,cpu,2,8,617
179,vm,3,2,618
180,cpu,4,10,618
181,cpu,3,2,623
182,cpu,2,9,626
183,cpu,3,2,626
184,vm,2,9,630
185,cpu,3,1,631
186,cpu,2,3,631
187,cpu,5,6,644
188,vm,4,9,644
189,cpu,1,3,652
190,cpu,3,5,652
191,cpu,4,7,652
192,vm,3,4,654
193,cpu,4,4,654
194,vm,2,8,657
195,cpu,3,1,662
196,vm,4,3,667
197,cpu,1,9,683
198,vm,5,7,685
199,vm,1,7,685
200,cpu,5,3,691
201,vm,5,4,695
202,vm,3,2,695
203,cpu,2,10,696
204,vm,1,7,700
205,cpu,2,9,705
206,cpu,1,7,706
207,vm,3,4,710
208,vm,2,6,714
209,vm,5,7,724
210,vm,5,1,726
211,vm,1,8,728
212,cpu,3,4,729
213,cpu,4,7,732
214,vm,5,6,738
215,vm,3,4,742
216,cpu,2,7,747
217,vm,2,9,752
218,cpu,1,7,758
219,cpu,4,2,768
220,vm,5,9,771
221,vm,4,4,771
222,vm,3,7,785
223,vm,5,2,785
224,cpu,3,5,791
225,cpu,2,7,793
226,vm,3,6,798
227,cpu,3,6,799
228,cpu,5,7,802
229,vm,3,4,803
230,cpu,1,6,806
231,cpu,4,9,812
232,vm,5,6,814
233,cpu,1,2,815
234,vm,1,3,819
235,cpu,2,4,820
236,vm,3,9,823
237,cpu,5,3,826
238,vm,2,3,835
239,cpu,1,9,837
240,vm,4,6,838
241,vm,3,10,838
242,vm,5,2,843
243,vm,1,1,844
244,vm,5,3,851
245,vm,3,5,851
246,cpu,4,9,857
247,cpu,2,10,859
248,cpu,3,2,861
249,vm,3,5,863
250,vm,1,7,865
251,cpu,4,9,874
252,vm,4,4,876
253,cpu,5,2,879
254,vm,1,8,881
255,cpu,5,10,882
256,cpu,4,7,883
257,cpu,5,10,884
258,vm,1,4,884
259,vm,3,8,892
260,cpu,5,10,897
261,cpu,1,2,898
262,vm,3,10,905
263,cpu,3,2,908
264,cpu,2,9,911
265,vm,5,1,928
266,cpu,4,6,931
267,vm,1,4,933
268,cpu,1,5,937
269,cpu,5,7,938
270,cpu,3,1,938
271,cpu,4,10,938
272,vm,2,4,939
273,cpu,5,10,942
274,vm,3,3,947
275,vm,4,9,957
276,vm,5,3,963
277,cpu,1,6,964
278,cpu,5,10,967
279,vm,1,8,971
280,cpu,2,3,981
281,cpu,5,9,982
282,vm,4,6,992
283,vm,4,2,1003
284,cpu,1,4,1008
285,cpu,4,8,1015
286,vm,3,8,1017
287,vm,5,1,1017
288,cpu,4,4,1020
289,vm,3,2,1021
290,cpu,5,10,1027
291,cpu,1,1,1028
292,vm,1,5,1029
293,vm,4,1,1029
294,cpu,1,8,1033
295,cpu,1,4,1036
296,vm,5,10,1040
297,cpu,2,4,1041
298,cpu,2,6,1041
299,vm,4,7,1041
300,cpu,1,7,1047
301,cpu,4,5,1059
302,vm,5,8,1063
303,vm,2,6,1064
304,vm,4,8,1064
305,cpu,5,9,1069
306,vm,4,4,1071
307,cpu,2,1,1074
308,cpu,1,4,1082
309,vm,2,5,1085
310,vm,1,8,1095
311,cpu,2,9,1095
312,vm,2,1,1100
313,cpu,3,6,1106
314,cpu,1,2,1106
315,vm,4,10,1107
316,cpu,1,9,1110
317,cpu,4,3,1116
318,cpu,2,6,1127
319,cpu,2,3,1133
320,vm,1,2,1134
321,vm,5,4,1136
322,cpu,5,7,1142
323,vm,2,5,1143
324,cpu,5,9,1146
325,vm,3,7,1147
326,vm,5,10,1151
327,cpu,3,3,1152
328,cpu,4,5,1153
329,vm,4,5,1160
330,cpu,1,4,1161
331,cpu,4,10,1162
332,cpu,2,7,1162
333,vm,4,2,1170
334,vm,4,3,1173
335,cpu,5,4,1181
336,vm,3,9,1183
337,cpu,5,5,1185
338,cpu,2,8,1187
339,vm,4,2,1190
340,cpu,2,10,1195
341,vm,2,10,1197
342,cpu,5,8,1206
343,vm,3,10,1209
344,cpu,5,8,1214
345,cpu,4,6,1219
346,vm,3,4,1220
347,cpu,4,8,1220
348,vm,4,9,1225
349,cpu,5,1,1225
350,vm,3,10,1225
351,cpu,5,10,1228
352,cpu,2,4,1229
353,cpu,4,9,1238
354,vm,2,3,1238
355,cpu,2,9,1239
356,cpu,4,6,1242
357,cpu,2,5,1255
358,cpu,1,10,1256
359,cpu,2,10,1263
360,vm,4,4,1266
361,cpu,5,3,1272
362,cpu,4,5,1275
363,vm,1,10,1276
364,vm,1,2,1280
365,cpu,4,7,1283
366,cpu,3,1,1286
367,cpu,5,1,1286
368,cpu,4,7,1289
369,cpu,4,10,1290
370,cpu,3,9,1291
371,cpu,5,5,1295
372,vm,4,1,1310
373,cpu,2,6,1310
374,vm,2,8,1312
375,cpu,1,4,1313
376,vm,5,6,1318
377,cpu,1,1,1323
378,vm,2,3,1329
379,cpu,5,8,1334
380,cpu,3,4,1338
381,cpu,3,7,1340
382,cpu,2,7,1341
383,cpu,1,9,1342
384,cpu,5,4,1342
385,vm,2,6,1344
386,cpu,2,2,1348
387,vm,1,4,1358
388,cpu,4,9,1367
389,vm,3,9,1372
390,vm,1,6,1373
391,vm,1,2,1374
392,cpu,5,6,1375
393,cpu,1,6,1375
394,cpu,5,7,1385
395,vm,3,9,1385
396,cpu,2,2,1387
397,vm,2,7,1388
398,vm,5,7,1397
399,cpu,3,5,1398
400,cpu,1,1,1408
401,cpu,3,5,1412
402,vm,5,1,1414
403,vm,4,5,1414
404,cpu,4,9,1427
405,vm,5,4,1428
406,cpu,2,9,1428
407,cpu,5,7,1430
408,cpu,2,4,1435
409,vm,3,2,1440
410,cpu,5,1,1444
411,vm,3,10,1446
412,cpu,3,4,1455
413,cpu,3,2,1456
414,cpu,2,1,1460
415,vm,1,3,1464
416,vm,5,7,1465
417,vm,1,10,1466
418,vm,5,1,1478
419,vm,2,9,1479
420,cpu,4,10,1480
421,cpu,5,10,1484
422,cpu,4,7,1490
423,cpu,3,7,1491
424,cpu,5,1,1493
425,vm,2,1,1501
426,vm,2,6,1509
427,vm,3,1,1509
428,vm,3,7,1542
429,vm,1,5,1544
430,vm,5,6,1555
431,vm,3,8,1556
432,vm,3,3,1565
433,vm,4,4,1566
434,vm,4,1,1569
435,vm,3,5,1570
436,vm,2,4,1572
437,vm,3,9,1577
438,cpu,2,1,1577
439,cpu,4,5,1578
440,cpu,3,1,1578
441,cpu,3,3,1580
442,vm,4,8,1582
443,vm,4,3,1588
444,vm,2,3,1589
445,cpu,1,5,1604
446,cpu,3,4,1610
447,vm,3,1,1625
448,vm,2,2,1632
449,cpu,1,8,1637
450,cpu,3,2,1638
451,cpu,3,3,1638
452,vm,3,7,1641
453,cpu,2,7,1642
454,cpu,3,4,1654
455,cpu,1,8,1655
456,vm,5,5,1662
457,vm,3,9,1663
458,vm,5,6,1665
459,vm,4,3,1672
460,cpu,1,7,1676
461,cpu,3,5,1677
462,cpu,2,6,1678
463,cpu,3,7,1685
464,vm,1,7,1685
465,cpu,5,6,1685
466,vm,3,2,1688
467,cpu,1,6,1690
468,vm,3,9,1693
469,vm,1,3,1696
470,vm,5,2,1697
471,cpu,4,1,1701
472,vm,3,2,1701
473,vm,1,10,1707
474,cpu,1,4,1711
475,vm,5,2,1713
476,vm,2,9,1713
477,cpu,3,1,1717
478,cpu,5,7,1719
479,vm,4,9,1719
480,cpu,1,1,1719
481,cpu,1,10,1723
482,vm,1,2,1727
483,cpu,4,4,1733
484,vm,3,3,1745
485,cpu,1,3,1747
486,cpu,3,7,1748
487,vm,3,9,1749
488,vm,4,10,1751
489,vm,5,8,1755
490,vm,1,4,1764
491,cpu,1,1,1766
492,vm,5,4,1770
493,cpu,1,2,1773
494,vm,3,10,1779
495,cpu,2,9,1782
496,cpu,3,4,1784
497,vm,2,4,1785
498,vm,2,10,1787
499,vm,1,4,1789
