0,cpu,3,10,1
1,cpu,3,1,4
2,cpu,1,3,7
3,cpu,4,3,14
4,cpu,3,9,14
5,cpu,4,8,19
6,vm,2,9,20
7,cpu,4,6,24
8,vm,5,9,26
9,cpu,2,7,26
10,vm,3,2,31
11,vm,3,5,32
12,cpu,2,7,34
13,vm,3,7,36
14,vm,4,5,39
15,vm,1,7,39
16,vm,3,6,44
17,vm,4,1,53
18,vm,1,6,53
19,vm,3,8,55
20,cpu,2,2,56
21,vm,3,4,60
22,cpu,3,9,61
23,vm,3,6,63
24,vm,4,3,67
25,cpu,5,10,71
26,cpu,4,5,76
27,cpu,2,3,82
28,cpu,3,1,84
29,cpu,3,3,85
30,vm,1,2,88
31,vm,5,10,90
32,vm,5,7,92
33,vm,3,9,94
34,cpu,4,5,95
35,vm,3,5,96
36,vm,2,10,99
37,vm,2,2,100
38,cpu,5,7,101
39,cpu,2,3,102
40,cpu,4,5,103
41,vm,5,6,106
42,cpu,4,1,108
43,vm,4,6,109
44,vm,5,9,112
45,cpu,2,5,113
46,vm,2,3,114
47,cpu,2,9,115
48,vm,5,1,128
49,vm,5,3,135
50,vm,4,5,135
51,cpu,4,10,146
52,vm,5,6,147
53,cpu,3,4,149
54,vm,3,10,151
55,cpu,1,6,151
56,vm,5,3,153
57,vm,3,8,153
58,vm,1,8,154
59,cpu,1,9,159
60,cpu,5,4,159
61,vm,2,3,160
62,cpu,5,5,165
63,cpu,1,10,166
64,vm,2,8,172
65,vm,5,3,173
66,vm,1,4,176
67,vm,5,4,176
68,vm,5,5,176
69,vm,4,7,180
70,vm,4,2,182
71,vm,4,4,185
72,vm,5,2,188
73,vm,4,7,194
74,vm,1,1,196
75,vm,3,9,200
76,cpu,4,1,200
77,cpu,5,6,201
78,cpu,5,8,209
79,vm,3,1,211
80,cpu,4,2,214
81,vm,3,9,215
82,vm,4,4,217
83,vm,3,8,221
84,cpu,1,1,225
85,vm,5,2,231
86,cpu,1,4,231
87,vm,5,6,233
88,cpu,2,5,235
89,vm,3,8,237
90,cpu,1,1,241
91,cpu,5,4,242
92,vm,3,3,248
93,vm,4,4,248
94,cpu,5,1,253
95,cpu,4,9,255
96,vm,3,8,258
97,vm,1,7,261
98,cpu,4,7,267
99,vm,5,1,276
100,cpu,1,8,278
101,cpu,5,2,279
102,vm,3,4,288
103,vm,2,2,299
104,vm,3,3,302
105,cpu,2,6,304
106,cpu,4,4,323
107,cpu,3,7,326
108,cpu,4,2,326
109,vm,2,4,331
110,vm,4,10,342
111,cpu,2,7,344
112,cpu,5,1,344
113,cpu,3,10,349
114,cpu,3,5,356
115,vm,3,5,357
116,cpu,3,5,358
117,vm,5,5,377
118,cpu,5,7,378
119,vm,3,7,380
120,vm,4,8,381
121,vm,3,6,390
122,vm,3,7,407
123,cpu,2,2,408
124,vm,3,5,411
125,cpu,2,2,412
126,vm,4,1,421
127,cpu,3,5,429
128,vm,5,3,443
129,vm,3,8,444
130,vm,2,9,454
131,vm,3,8,468
132,vm,1,7,476
133,cpu,2,1,479
134,cpu,2,2,483
135,cpu,2,9,491
136,vm,1,9,494
137,vm,3,3,497
138,cpu,5,7,497
139,cpu,2,5,506
140,cpu,5,9,510
141,cpu,2,10,514
142,cpu,4,5,528
143,vm,3,10,541
144,vm,2,4,542
145,vm,2,5,545
146,vm,4,8,554
147,cpu,4,2,556
148,cpu,1,4,560
149,vm,2,7,561
150,vm,2,10,562
151,cpu,1,2,566
152,vm,4,7,571
153,cpu,2,5,573
154,cpu,3,5,575
155,vm,1,9,575
156,vm,5,1,576
157,cpu,2,9,578
158,vm,1,7,582
159,vm,1,1,591
160,cpu,4,7,592
161,vm,4,1,596
162,vm,2,5,598
163,vm,1,1,600
164,cpu,2,5,604
165,cpu,1,6,609
166,vm,4,5,615
167,cpu,2,1,616
168,cpu,1,4,620
169,cpu,3,6,620
170,vm,5,9,623
171,cpu,4,2,625
172,vm,5,5,627
173,cpu,5,8,629
174,vm,1,4,631
175,cpu,1,5,636
176,vm,4,7,637
177,vm,1,3,640
178,cpu,3,9,642
179,vm,5,5,647
180,vm,4,5,647
181,vm,3,7,648
182,vm,2,3,651
183,cpu,1,3,652
184,cpu,5,4,652
185,cpu,1,8,659
186,cpu,5,10,660
187,vm,1,6,660
188,cpu,4,8,661
189,cpu,2,5,671
190,cpu,1,3,676
191,cpu,5,8,679
192,cpu,3,1,682
193,vm,5,10,690
194,cpu,4,4,690
195,vm,2,7,694
196,cpu,3,5,696
197,cpu,4,3,696
198,cpu,4,3,700
199,cpu,4,9,700
200,vm,4,7,705
201,cpu,2,2,705
202,vm,1,1,710
203,cpu,2,1,715
204,vm,1,1,717
205,vm,4,9,726
206,cpu,5,6,727
207,cpu,1,2,727
208,vm,2,9,735
209,cpu,3,4,736
210,cpu,4,6,744
211,cpu,5,6,758
212,cpu,5,4,762
213,cpu,1,2,763
214,cpu,3,1,765
215,vm,5,2,775
216,cpu,5,3,783
217,vm,3,7,784
218,vm,5,9,785
219,vm,3,10,793
220,cpu,3,6,794
221,vm,3,4,794
222,vm,5,1,796
223,vm,3,1,799
224,vm,5,8,802
225,cpu,1,4,805
226,vm,1,3,809
227,vm,5,1,814
228,cpu,3,6,814
229,vm,3,5,814
