0,cpu,5,3,3
1,vm,5,2,4
2,cpu,2,3,4
3,cpu,4,3,5
4,vm,1,1,5
5,cpu,4,2,6
6,vm,3,3,6
7,vm,5,3,7
8,cpu,5,3,8
9,cpu,4,3,9
10,vm,1,3,10
11,cpu,5,3,10
12,cpu,1,3,11
13,cpu,4,3,11
14,cpu,4,1,12
15,vm,3,1,12
16,cpu,2,2,12
17,vm,1,1,12
18,vm,1,3,13
19,vm,4,3,13
20,vm,3,1,13
21,cpu,3,1,13
22,vm,5,1,13
23,vm,2,3,15
24,cpu,3,3,15
25,cpu,2,3,15
26,vm,2,1,15
27,cpu,4,2,16
28,vm,3,1,16
29,cpu,4,2,16
30,cpu,3,2,17
31,cpu,4,2,17
32,cpu,4,1,18
33,cpu,5,2,19
34,cpu,2,2,20
35,cpu,4,3,20
36,vm,1,1,20
37,vm,1,3,20
38,vm,3,3,21
39,cpu,3,1,21
40,vm,2,3,22
41,vm,3,2,23
42,cpu,3,1,24
43,cpu,2,3,25
44,vm,4,2,25
45,vm,1,3,26
46,cpu,1,2,26
47,cpu,1,2,27
48,vm,5,1,28
49,cpu,3,2,28
50,vm,1,2,28
51,vm,5,3,29
52,vm,1,2,30
53,cpu,4,2,30
54,vm,2,1,31
55,vm,5,3,32
56,cpu,4,1,33
57,cpu,1,2,33
58,vm,1,3,34
59,vm,1,2,34
60,cpu,2,3,34
61,vm,4,3,34
62,vm,3,3,35
63,cpu,5,1,35
64,cpu,5,1,36
65,cpu,1,3,36
66,vm,1,3,36
67,cpu,1,1,37
68,vm,2,2,38
69,vm,4,3,38
70,cpu,3,1,39
71,vm,5,1,39
72,cpu,5,3,39
73,cpu,4,3,40
74,vm,5,1,40
75,vm,4,1,41
76,cpu,5,1,41
77,cpu,5,1,42
78,cpu,5,2,43
79,cpu,3,3,43
80,cpu,3,1,44
81,vm,2,3,44
82,vm,4,2,45
83,vm,4,3,47
84,cpu,1,3,47
85,vm,2,1,48
86,vm,5,1,48
87,cpu,5,2,48
88,vm,2,2,48
89,vm,2,2,48
90,vm,2,2,48
91,vm,2,3,50
92,cpu,4,2,51
93,vm,5,1,51
94,cpu,4,3,52
95,cpu,2,1,52
96,cpu,2,1,54
97,cpu,5,2,54
98,vm,1,1,54
99,vm,1,1,55
100,cpu,5,3,55
101,vm,3,3,55
102,vm,3,2,56
103,cpu,4,1,56
104,cpu,5,2,57
105,vm,3,1,57
106,vm,2,2,59
107,cpu,3,2,59
108,cpu,1,1,59
109,vm,1,2,60
110,cpu,5,1,60
111,cpu,3,2,60
112,vm,3,1,61
113,vm,4,2,62
114,cpu,5,3,62
115,cpu,4,2,62
116,vm,2,3,62
117,vm,5,3,63
118,cpu,2,3,64
119,vm,4,3,64
120,cpu,3,3,65
121,vm,2,2,66
122,vm,1,1,66
123,cpu,3,1,66
124,cpu,1,2,66
125,cpu,3,1,66
126,cpu,4,3,67
127,cpu,2,1,69
128,vm,3,1,69
129,cpu,5,3,70
130,vm,3,3,70
131,cpu,4,3,70
132,cpu,4,2,71
133,vm,4,2,72
134,cpu,1,3,72
135,cpu,1,3,72
136,vm,1,2,73
137,vm,4,1,73
138,vm,2,2,73
139,cpu,3,1,74
140,vm,5,2,74
141,vm,2,1,75
142,vm,3,3,78
143,vm,2,2,78
144,vm,1,3,79
145,vm,4,1,79
146,vm,5,2,79
147,cpu,5,2,80
148,cpu,2,1,82
149,vm,1,1,83
150,cpu,2,3,83
151,cpu,4,3,83
152,cpu,1,2,83
153,cpu,3,1,84
154,vm,5,1,84
155,vm,1,1,87
156,cpu,4,1,87
157,cpu,1,3,87
158,cpu,5,1,89
159,vm,4,1,89
160,vm,1,1,89
161,cpu,4,3,90
162,vm,3,1,90
163,cpu,4,1,91
164,cpu,1,2,91
165,cpu,5,2,93
166,cpu,1,3,93
167,cpu,1,3,95
168,vm,4,3,95
169,cpu,2,3,96
170,cpu,1,2,97
171,cpu,4,1,97
172,cpu,1,2,99
173,cpu,3,1,99
174,cpu,1,1,99
175,cpu,5,1,99
176,vm,1,2,101
177,vm,2,2,102
178,vm,4,2,102
179,cpu,1,1,103
180,cpu,4,1,105
181,vm,5,1,105
182,vm,3,3,107
183,cpu,3,2,109
184,vm,1,3,109
185,cpu,4,1,111
186,vm,3,3,111
187,cpu,1,3,111
188,vm,2,1,112
189,vm,2,2,112
190,cpu,4,1,112
191,cpu,5,1,112
192,vm,2,2,113
193,cpu,1,2,113
194,cpu,2,1,113
195,cpu,1,3,115
196,vm,2,1,116
197,cpu,1,2,117
198,vm,2,2,117
199,vm,3,3,118
200,cpu,5,2,118
201,vm,5,3,119
202,vm,1,1,120
203,cpu,1,2,120
204,cpu,1,1,121
205,vm,2,2,121
206,cpu,3,2,121
207,vm,2,2,121
208,vm,1,2,122
209,vm,3,3,123
210,vm,3,1,124
211,cpu,5,3,125
212,cpu,2,1,125
213,vm,4,2,126
214,vm,5,2,126
215,cpu,1,1,126
216,cpu,2,2,127
217,cpu,4,2,127
218,cpu,4,2,127
219,cpu,5,2,127
220,vm,4,3,127
221,cpu,5,3,128
222,cpu,4,2,130
223,cpu,5,3,131
224,vm,2,1,131
225,cpu,2,2,131
226,vm,5,1,133
227,vm,2,3,134
228,cpu,2,2,134
229,vm,4,2,135
230,cpu,3,2,137
231,cpu,3,2,137
232,cpu,3,2,138
233,vm,2,1,138
234,cpu,2,3,138
235,cpu,3,2,138
236,cpu,5,1,139
237,vm,3,3,139
238,vm,3,2,140
239,cpu,4,2,143
240,cpu,1,2,145
241,cpu,2,3,145
