0,cpu,7,1,0
1,cpu,2,1,0
2,cpu,4,3,1
3,cpu,1,1,1
4,vm,8,3,1
5,cpu,5,1,2
6,cpu,7,1,2
7,vm,8,2,3
8,cpu,7,1,4
9,cpu,7,2,4
10,vm,10,1,4
11,cpu,4,1,4
12,vm,10,1,5
13,vm,10,3,5
14,vm,3,2,5
15,cpu,10,2,6
16,vm,3,3,8
17,vm,4,2,8
18,vm,9,1,8
19,vm,10,3,8
20,vm,2,2,8
21,vm,10,3,10
22,vm,5,3,10
23,vm,4,2,10
24,cpu,10,3,11
25,cpu,9,3,11
26,cpu,4,2,12
27,cpu,5,2,12
28,vm,8,2,14
29,vm,5,3,14
30,vm,6,3,16
31,vm,2,1,16
32,cpu,1,3,16
33,cpu,10,3,17
34,cpu,7,3,18
35,vm,9,1,19
36,cpu,5,1,19
37,vm,1,3,20
38,cpu,3,1,21
39,cpu,3,2,21
40,cpu,7,2,21
41,cpu,6,3,22
42,cpu,2,3,22
43,vm,4,3,22
44,cpu,3,2,22
45,cpu,5,1,23
46,cpu,3,3,23
47,cpu,4,2,24
48,vm,2,3,24
49,cpu,8,2,24
50,cpu,10,3,25
51,cpu,2,2,25
52,vm,2,2,26
53,cpu,10,3,27
54,cpu,10,1,28
55,cpu,10,2,28
56,cpu,10,3,28
57,vm,3,1,31
58,vm,2,3,31
59,cpu,1,1,31
60,cpu,10,1,31
61,vm,7,1,34
62,cpu,9,3,34
63,cpu,3,3,34
64,vm,8,1,34
65,vm,5,1,34
66,cpu,10,1,36
67,vm,5,2,37
68,cpu,5,2,37
69,cpu,10,3,40
70,vm,7,1,40
71,cpu,1,3,41
72,cpu,2,2,41
73,cpu,9,1,42
74,cpu,7,1,44
75,vm,9,3,44
76,vm,9,3,45
77,vm,1,1,46
78,cpu,7,3,46
79,vm,1,1,47
80,vm,1,2,47
81,vm,8,3,48
82,vm,9,3,48
83,vm,6,1,49
84,cpu,3,1,49
85,cpu,10,3,53
86,vm,3,2,53
87,vm,9,2,55
88,vm,6,3,55
89,cpu,2,3,55
90,cpu,10,1,56
91,vm,4,1,58
92,cpu,4,1,58
93,vm,5,3,59
94,cpu,10,2,59
95,cpu,4,3,60
96,cpu,10,1,61
97,cpu,7,1,62
98,vm,3,1,64
99,cpu,7,3,64
100,cpu,1,2,65
101,vm,10,3,66
102,cpu,2,3,66
103,vm,3,3,67
104,cpu,4,3,68
105,cpu,6,2,68
106,cpu,1,1,69
107,cpu,6,3,69
108,cpu,9,3,69
109,vm,4,1,70
110,vm,8,1,70
111,cpu,6,2,71
112,cpu,6,3,71
113,vm,4,2,73
114,vm,4,3,73
115,cpu,6,1,75
116,vm,6,2,76
117,cpu,7,3,76
118,cpu,10,1,76
119,cpu,8,1,76
120,cpu,2,2,76
121,vm,8,1,77
122,vm,2,2,77
123,cpu,6,1,78
124,cpu,6,3,78
125,vm,3,2,78
126,cpu,6,1,78
127,cpu,5,2,79
128,vm,8,3,79
129,cpu,2,3,80
130,vm,9,1,81
131,vm,4,1,81
132,vm,8,3,81
133,vm,6,1,82
134,vm,4,1,82
135,vm,9,2,83
136,vm,10,2,83
137,cpu,8,1,83
138,cpu,7,1,83
139,vm,6,2,83
140,cpu,3,2,84
141,cpu,10,2,84
142,cpu,4,2,84
143,vm,3,2,84
144,vm,3,1,85
145,vm,2,2,86
146,cpu,1,1,86
147,vm,5,1,87
148,vm,1,1,88
149,cpu,4,1,88
150,cpu,9,1,89
151,cpu,10,3,89
152,cpu,8,2,89
153,vm,10,3,90
154,vm,10,3,91
155,cpu,2,1,92
156,vm,8,2,92
157,vm,8,1,92
158,vm,4,3,95
159,vm,7,1,95
160,vm,9,1,96
161,vm,8,1,97
162,cpu,8,3,97
163,cpu,9,1,98
164,vm,7,2,99
165,cpu,10,2,99
166,cpu,10,3,99
167,cpu,9,2,99
168,cpu,4,1,100
169,cpu,5,3,100
170,vm,5,1,102
171,vm,7,3,102
172,vm,10,1,102
173,cpu,3,1,103
174,vm,4,2,103
175,vm,2,1,103
176,vm,10,3,104
177,cpu,6,3,104
178,cpu,2,3,104
179,vm,10,3,104
180,vm,2,3,105
181,cpu,8,3,106
182,cpu,4,2,109
183,vm,7,1,109
184,vm,3,1,110
185,vm,10,2,110
186,vm,7,2,110
187,vm,8,2,111
188,cpu,2,2,111
189,vm,3,1,112
190,cpu,4,3,112
191,cpu,3,3,112
192,cpu,9,1,113
193,cpu,7,3,115
194,cpu,5,3,115
195,cpu,9,3,115
196,cpu,10,3,116
197,cpu,7,1,116
198,cpu,3,2,116
199,vm,6,1,117
200,vm,1,3,117
201,vm,3,2,117
202,vm,9,3,117
203,vm,4,3,118
204,cpu,1,2,118
205,cpu,4,2,118
206,cpu,10,2,118
207,cpu,8,2,119
208,vm,5,2,120
209,vm,8,3,121
210,cpu,1,1,121
211,cpu,5,3,121
212,vm,2,1,122
213,vm,10,3,122
214,cpu,7,1,123
215,vm,9,1,124
216,cpu,1,2,124
217,cpu,6,1,124
218,vm,1,1,125
219,vm,5,3,125
220,vm,6,3,126
221,vm,7,1,126
222,vm,2,3,126
223,cpu,5,1,126
224,vm,9,1,126
225,vm,8,2,127
226,cpu,5,3,127
227,vm,5,2,129
228,cpu,7,2,130
229,vm,2,1,131
230,vm,4,2,132
231,cpu,7,3,132
232,vm,8,1,133
233,vm,3,1,133
234,cpu,1,3,134
235,cpu,5,1,134
236,vm,9,2,134
237,vm,5,2,134
238,vm,9,1,135
239,cpu,9,3,135
240,vm,7,2,135
241,cpu,9,3,136
242,cpu,6,2,136
243,cpu,9,2,136
244,vm,5,3,137
245,cpu,2,2,137
246,cpu,6,2,137
247,vm,5,3,137
248,vm,2,3,138
249,cpu,10,3,138
250,vm,3,3,138
251,vm,9,3,139
252,vm,10,1,139
253,vm,2,2,139
254,cpu,2,2,139
255,cpu,8,2,140
256,vm,2,1,141
257,vm,4,2,141
258,cpu,2,1,141
259,cpu,7,1,141
260,cpu,7,3,142
261,cpu,1,3,143
262,vm,5,3,143
263,cpu,9,1,144
264,vm,3,2,144
265,vm,1,3,146
266,cpu,10,2,147
267,vm,2,3,147
268,vm,9,1,147
269,cpu,1,2,149
270,cpu,2,3,150
271,vm,5,2,150
272,cpu,2,2,150
273,cpu,1,3,151
274,cpu,10,1,151
275,vm,10,3,151
276,vm,10,3,151
277,vm,6,1,151
278,cpu,10,1,152
279,cpu,1,3,153
280,cpu,4,3,154
281,vm,6,1,154
282,vm,5,1,155
283,vm,9,3,155
284,vm,8,2,155
285,vm,10,3,157
286,vm,4,2,157
287,vm,6,3,157
288,cpu,5,1,157
289,vm,3,3,158
290,cpu,8,2,159
291,cpu,4,1,159
292,cpu,2,2,160
293,vm,6,3,160
294,vm,7,1,161
295,vm,7,3,161
296,cpu,9,2,162
297,vm,1,1,162
298,cpu,5,2,163
299,cpu,1,3,164
300,cpu,10,2,165
301,vm,7,3,167
302,cpu,2,1,167
303,vm,1,1,168
304,vm,10,3,169
305,vm,8,1,170
306,vm,1,3,171
307,vm,5,2,173
308,cpu,5,1,174
